,Unnamed: 0,Movie Title,Movie Rating,Movie Genre,Review Date,Review Title,Review Content,ReviewerRating,Manual_Combined,Rating_scaled
300,300,Vendetta,3.7,Action Thriller,17-May-22,Name-drop cash-in!,"A violent, driven revenge movie loosely derived from all the other revenge movies. Tired trope after copycat cliché, this is a stereotypical story with few redeeming features. Formulaic recipe, sprinkle a few known names, albeit past their sell-by-date, cook up a random murder and garnish with carnage.

This is so poor, with diabolical dialogue, a ponderous, predictable plot and epilepsy-inducing camera work. This is all overlaid with an annoyingly intrusive soundtrack.

Terrible movie, not worth the required time investment.",3,-1,-1
301,301,Vendetta,3.7,Action Thriller,19-May-22,Vendetta,"Bad story, bad acting, bad action.

William Duncan is out for revenge when a hoodlum's son killed his high school daughter as part of an initiation killing. With the law unable to give him justice, Duncan brings war to the hoodlum's family.

You know the movie is in trouble when then the best performance comes from Mike Tyson.

This is a rock bottom rehash of both Death Wish and The Punisher. Both Bruce Willis and Thomas Jane appeared in remakes of those two films.

Shame on those who deal with Willis's affairs that they send out an ill old man to make such rubbish.",1,-1,-1
302,302,Vendetta,3.7,Action Thriller,28-May-22,Brucie wasn't all that bad in this one.,"But for Jared Cohn, an experienced writer and director to give us this nonsense, is inexcusable. The writing was worse than a 5th grade drama class would present. This was such a plot-hole riddled lazily written bag full of cliches, it was cringe. Then he had his actors pretty much acting like clowns, I couldn't take Mr. Smiley and Pipe Smoker seriously. It's a shame, because this had potential and could've easily worked in the hands of any other capable filmmaker, especially considering the decent casting. It's a generous 4/10 from me.",4,-1,-1
303,303,Vendetta,3.7,Action Thriller,21-May-22,Luckily there is Mike Tyson and Thomas Jane!,"In this movie, former U. S. Marine William Duncan (Clive Standen) strikes back at the thugs who murdered his daughter and therefore provoking a cycle of violence. A revenge movie in which Bruce Willis (Donnie Fetter) plays (again) a crime boss who orders his loose-cannon son Theo Rossi (Rory) to clean up the mess. Another boring Bruce Willis movie, whose unfocussed and empty performance is really hard to watch after the news of his Aphasia diagnosis. Bruce spends most of his scenes sitting behind a desk and you can see he is struggling with his dialogue. Heart-breaking! The good news is we have Thomas Jane playing an arms dealer and Mike Tyson playing the leader of a gang and dealing stolen cars. If you like to see Thomas Jane (and he is really outperforming here) smoking a pipe and always drinking a bottle of beer, this movie is for you. Mike´s role was very small but he passed with flying colours!",4,-1,-1
304,304,Vendetta,3.7,Action Thriller,28-Aug-22,Is this a comedy because if so I need to raise my stars to 2,"If you dont laugh at least 3 times I'd be shocked. This has to be a joke.

The dialog had to be written by a child.

Who would make this movie?

Perhaps some favors were cashed in.

At this point I believe Bruce Willis is taking roles that Nic Cage knew were really bad.

I actually like the main actor. Not sure if I remember him from other movies.

Tysons cameo was good but it was what it was.

Maybe an AI Computer spit this out because there is NOTHING WHATSOEVER original in this film other than the bad dialog. Maybe it's a throwback to cheesy 90s movies? You knew what was going to happen from start to middle to end.

I actually recommend you watch this because you will NOT believe how bad the dialog is. Seriously.",1,-1,-1
305,305,Vendetta,3.7,Action Thriller,22-May-22,Nothing great but watchable.,"Well with the Bruce Willis films winding down Im still seeing what work he has just done. This one is called Vendetta and it also stars Mike Tyson and Thomas Jane.

And the thing is...its not that bad really. I mean its far from great but its the best film Bruce Willis has been in in years. I give it a 5/10. Most of his newest films I gave a 1 to 3 rating. Its a basic vigilante film much in the spirt of Death Wish. A young girl is murdered by a gang member and her father decides to kill him instead of testifying against him. That gets the whole gang angry and they go after him.",5,0,0
306,306,Vendetta,3.7,Action Thriller,18-May-22,41 mins in and I was done.,"Couldn't get to the ending because it was just too much bad acting and ridiculousness. For a really enjoyable revenge caper, Mel Gibson's Edge of Darkness and Gerad Butler's Law Abiding Citizen will not disappoint. Those are two of my favorite the bad guys had it coming films. 41 mins of Vendetta and I was done. That was more than enough time wasted on crap. Very hard pass.",1,-1,-1
307,307,Vendetta,3.7,Action Thriller,24-Jun-22,Basically a rip off of death sentence,"This is basically just a rip off of James Wan's death sentence. Death sentence is wayyyy better, if you haven't seen it skip this and just watch death sentence.",3,-1,-1
308,308,Vendetta,3.7,Action Thriller,01-Jul-22,Unbelievably Stupid Script,"Literally - the script is unbelievably stupid, filled with illogical actions and idiotic characters. I couldn't even comprehend how a screenplay this bad could get past the usual phalanx of development execs, producers, agents, actors and at least one director a script usually needs to please to get made. Then I checked the credits and discovered that the writer was also the director and he cranks out half-a-dozen of these crapfests every year - a bad case of cinematic diarrhea.

So I guess he doesn't have time to watch Cops or otherwise figure out how police operate in the real world or how real gangsters handle their business.

Nothing in this movie rings true. It's just a series of dumb and dumber scenes designed to accommodate a bunch of gunfire and martial arts shenanigans.

To be fair, the film looks pretty good. The cinematography is very nice and the actors give it their all. Unfortunately, for many - including the bigger name actors in this mess - that amounts to the level of thespianism usually reached by stunt men cast to pad the ranks of the bad guys in B movies. Stiff, shallow, overwrought characterizations.

Bad acting, a ridiculous script with not a drop of suspense or a single character you care about. Braindead fun for the feeble-minded.",2,-1,-1
309,309,Vendetta,3.7,Action Thriller,20-Jul-22,90 minutes I'll never get back.,"Don't waste your time. It was the exact plot of Death Sentence with Kevin Bacon, but at least Death Sentence was watchable. I really found myself rooting for the bad guys just so the movie would be over. The dialogue was horrible and I have seen better acting in 70s porn. You know the movie is in trouble when Mike Tyson gives one of the better performances.

If the plot sounds interesting, watch Death Sentence or even better, Law Abiding Citizen.",1,-1,-1
310,310,Vendetta,3.7,Action Thriller,20-Aug-22,What is wrong with Hollywood?,"Who watches this stuff and thinks it's worth releasing. The acting is horrific. Bruce Willis being in this means his career is over. This is just awful, pass it by.",1,-1,-1
311,311,Vendetta,3.7,Action Thriller,02-Aug-22,Willis last hurrah,"I believe this is Bruce Willis final film, like many others I've watched his recent glut of films over the last eighteen months literally stunned at how bad most of them are with only a couple barely ok. For what it's worth this is probably one of the better ones but it still has a lot of problems. Here we see Willis, along with Thomas Jane relegated to the role of interesting background character, both do a relatively ok job considering what they have to work with. The plot itself is a rehash of other revenge type films where a lead has a loved one killed them sets out to take revenge on a criminal organisation. Oh and said lead just happens to be a well trained military person.

The problem here is there are huge plot holes everywhere, it literally takes place in small town America in place which is very clean and clearly affluent yet we are led to believe there are armed gangs of drug dealers running around. This same gang require new members to kill innocents as part of their initiation too, yet whilst doing this there are zero people around in the middle of the day on the main high street? Seriously thought this up? Then we learn the local cops (all four of them) know they are selling drugs but turn a blind eye, yet they leave a protection duty because a kid throws something at their patrol car. This is where what could be a relatively fun revenge movie packed with a number of recognisable faces falls very flat. It's probably just about watchable if you want to see every Willis movie but the plot holes need some excusing.",4,-1,-1
312,312,Vendetta,3.7,Action Thriller,09-Aug-22,I will be honest here .,"I have never seen a worse movie.. Ever.. This is the only comment that can be made.. And, I've seen really bad movies. This one has no acting skills (even Bruce Willis acts 4th degree), no script, no creativity, no plot, no nothing..",1,-1,-1
313,313,Vendetta,3.7,Action Thriller,19-May-22,Good production but old and predictable,"Same ol same ol. You'll probably get exactly what you'd expect from the poster- another forgettable revenge story justifying the violent action. It's not badly done, but it's not among the best in spite of the good cast, whose acting couldn't save a script full of poor dialog and overall seemingly lazy writing... but I've seen much worse, and this is at least a pro production.",4,0,-1
314,314,Vendetta,3.7,Action Thriller,24-May-22,So so bad,"Where to start with this film? The absolutely awful lead actor? The ludicrous ultra violence against women? The utter destruction of Willis' career? Thomas Jane, once a first class b movie lead, putting in the worst performance I've ever seen by a decent actor. And a completely inconsequential one at that. The plot itself would disgrace an episode of Hart to Hart. As if a criminal organisation of Willis' inept gang here could run a bath. This really is the worst film I've seen that contains at least four actors I've heard of.",1,-1,-1
315,315,Vendetta,3.7,Action Thriller,17-May-22,Action packed and fast paced...,"Now, I wasn't really expecting a whole lot from the 2022 action thriller ""Vendetta"", given the fact that this movie had Bruce Willis on the cast list. And let's just be honest, his track record these past many years haven't exactly been top notch movie productions. And seeing that the movie also had Mike Tyson on the cast list just didn't crank up any expectations to the movie.

But still, I opted to watch the movie, since it also had both Clive Standen and Thomas Jane on the cast list as well. And of course, also because it was a movie that I hadn't already seen helped play a part in making me sit down to watch what writer and director Jared Cohn had to offer.

And color me impressed, ""Vendetta"" was actually a good movie. Sure, the storyline was pretty straight forward, if not actually generic for an action thriller of this kind. But it sure was entertaining.

The movie has Clive Standen in the leading role, and he does carry the movie quite well with his performance. I wish that Thomas Jane would have had a bigger role, both because of his acting skill, but also because his character was one of the more colorful and interesting in the movie. Much can be said about Mike Tyson, but I will admit that he was actually fairly good in the particular role he had in the movie; it wasn't a big role, but he actually nailed it well enough. And I would also say that ""Vendetta"" is one of the better movies for Bruce Willis in a long, long time.

The soundtrack for the movie was just downright bad. I loathe that kind of music, so it stuck out like a sore thumb.

If you enjoy a good old fashioned action packed and fast paced action thriller then writer and director Jared Cohn actually delivers a wholesome movie with this 2022 movie titled ""Vendetta"".

I was genuinely entertained by the storyline, and it was nicely paced from start to end. So if you have the chance to sit down and watch ""Vendetta"", do so.

I am rating ""Vendetta"" a six out of ten stars.",6,1,0
316,316,Vendetta,3.7,Action Thriller,22-May-22,Not bad at all,"This is getting a lot of bad slaps because of Bruce Willis and it really doesn't deserve them. Neither does Bruce Willis for trying to put some $$$ in the coffer before he was forced to call it quits.

It's not a bad little crime/action/thriller at all. Clive Standen is passable and does the best with a passable script. Thomas Jane was good but shoujld aim higher in the future. Mike Tyson was a kick to watch in a small role--he's got some phenomenal screen presence and might have found a new niche making cameos like this.

The story line was very good--nothing like a revenge tale to make you want to see the bad guys pay.

Overall, only a 6 out of 10, but still very watchable.",6,0,0
317,317,Vendetta,3.7,Action Thriller,09-Jul-22,Not the worst thing I've seen.,"The plot itself is interesting, but messily executed. Performances are okay, but the dialogue felt as if a 10 year old wrote it. Everyone seemingly had the worst aim in existence when shooting their never ending supply of bullets at each other. Mike Tyson is in two scenes, one completely random scene which isn't needed, and in the final scene where he says a cheesy one liner.",4,0,-1
318,318,Vendetta,3.7,Action Thriller,22-May-22,It's a Bruce Willis film,"Watched this for a laugh, just to see if it was as bad as all the other Brucie films over the past couple of years and I wasn't disappointed.

The oldest and thinnest of revenge plot films, with a script that was written over a weekend by some 12 year old gangster wanna be kiddies. Some many inconsistences to list, acting, well enough said, Big Mike Tyson is absolutely not the worst actor here.

Great if you need some background noise but it will seriously lower your IQ if you listen to the script or wonder why a guy hell bent on getting revenge for his brother's death is such a limp d...",1,-1,-1
319,319,Vendetta,3.7,Action Thriller,22-May-22,"Why the poor reviews, what do you want.","Don't bother with many reviews these days as not sure what people expect. Perfectly good film. Not the best, not the worse. Kept me entertained right through. Normally give a film 20 minutes to keep me or lose me. Watched this till the dnd.",8,0,1
320,320,Vendetta,3.7,Action Thriller,20-May-22,Not a bad movie...,"...to pass the time with. Bruce Willis is more coherent and with it in this film than in his previous recent offerings (I say that with love and respect to Mr. Willis. He'll always be the GOAT), but the real treat is being able to watch Thomas Jane spin his magic with a weak script. I would pay ticket price to see a movie featuring his Dante character smoking a pipe and wasting fools.

This movie is worth a watch.",7,0,1
321,321,Vendetta,3.7,Action Thriller,01-Jun-22,Save yourself an hour and a half,Truely awful. Bruce Willis has no reason to be in this and his role could be played by anyone and it wouldn't add or takeaway anything. Why he agreed is beyond me. Similar Tyson. No point and his presence just distracts. I can watch almost anything but this dreadful so please spare yourself.,1,-1,-1
322,322,Vendetta,3.7,Action Thriller,08-Jun-22,Grade a,The only thing good about this is the ending credits Willis fan but this is grade a poop bad sound guns sound like the old wamo gun.script in belevable. The actors could have done a better job adlibing it Tyson did a ok job.,1,-1,-1
323,323,Vendetta,3.7,Action Thriller,28-Aug-22,This needs to be credited to Death Sentence Movie 2007!,"The fact that they call this a remake or second version of Vendetta is untrue. The Vendetta movie came out 2009, the Death Sentence movie came out 2007. Vendetta 2022, every scene and script is literally of that Deatvh Sentence movie minus the kid being a girl and the father that seeked revenge for his child had two kids. Everything else is a clone to the T. This should've been Death Sentence remake. Cheaper version because the crappy detective and the amount of gun shots not being hit to any person throughout the movie. This movie is not terrible but they really could have easily done better.",5,0,0
324,324,Vendetta,3.7,Action Thriller,26-May-22,Rather tedious,"Another cash grab for Willis and one of his last screen appearances. This one's a B-movie thriller about a grieving father who'll stop at nothing to get the bad guys who killed his daughter. I like Clive Standen well enough, I was at school with him, but he's subdued here and the likes of Thomas Jane and Mike Tyson are wasted in nothing roles. The only stand out is the guy from LUKE CAGE. The rest is poor, as the action choreography is off and the whole thing rather tedious.",3,-1,-1
325,325,My Policeman,6.5,Drama Romance,05-Nov-22,Nobody wins,"I've not read the book this is based on, so I'm torn if this is actually something of value or just a film version of something similar to a 1950's paperback type novel about ""forbidden love."" Somehow it has the feel of both. One thing it does have is a miscast actor as the pivotal character in this love triangle between two men and a one woman. Harry Styles showed a lot of potential in his small role in Dunkirk and he is not terrible here at all, but he totally lacks any sort of gravity or depth necessary for this role. He's a novice and it shows. Somehow the film is still interesting despite that. It's a three character film played by six actors in two different time periods, the late 1950's and the early 2000's. The other five all give fine performances of which I appreciated Gina McKee the most. This is very well directed, though it is not exactly an original storyline, but it still has relevancy and it is also a reminder of just how far gay rights have come since those horrid times not that many years ago. This is ultimately a sad story of three people who were never able to have the lives they wanted, most of that society's fault, some their own. There are some good old songs used to great effect here and the whole film has an appropriate mood. It's flawed, but I still admire some of it even if it might be similar to a 1950's forbidden love paperback.",7,0,1
326,326,My Policeman,6.5,Drama Romance,05-Nov-22,Blunt picture of a doomed romance,"Brokeback Mountain perfected the tragically doomed period gay love story and ""My Policeman"" borrows more than a few beats from the original masterpiece. Emma Corrin is basically a more naive and developed version of Michelle Williams's character, both remarkable in each part to be fair.

The whole thing has a sightly deja-vu feeling and is classic to a fault. I guess this explains the bad reviews but, truth is, this is an absolutely fine film. It certainly didn't deserve all the hate especially compared to that other and really terrible Harry Styles vehicule. Here his soft spoken acting perfectly fits the blunt straightforwardly straight character. The harsh selfishness of youngTom is the most fascinating and refreshing element of the film.

My Policeman uses the traditional biographic structure of back and forth timelines to great results. The idealism of the 50s sequences full of gorgeous arts, elegant flats, cosy countryside and rapturous love is in stark contrast with the gloomy grey suburban present days. It is true than the movie would have benefited from a more balanced use of the present time rather than just being the obvious reminder of a world of redemption and social progress.

But My Policeman is gripping as an exploration of the dark places romance can put us through.",7,1,1
327,327,My Policeman,6.5,Drama Romance,04-Nov-22,Tried not to be biased...,"Harry Styles helped me propose to my girlfriend in October of 2014, so its hard for me not to be partial to him. Went into this movie having no idea what it was about and I'm glad. I will say that although Styles' acting skills have improved greatly, he was still outshined by his cast mates. There were times where his emotions came across as disingenuous and flat, but also times where I could tell that he's been working on his chops. Now, not knowing what I was going into, I must say I was quite surprised at some of the moments in this movie. There were a couple of things I wish they had conveyed better, such as the time between the 50s and 90s. I felt like there was big gap missing and I was left wondering what happened or how they lived their lives out between those years. I would recommend this to most of my friends, although I know some would cringe at the ""love making"" scenes. I, personally, was not put off by this and found it quite romantic at times, although Patrick did come across as pushy and off putting many times, almost creep like. In the end, I really enjoyed the film and look forward to seeing many more from Harry Styles. He's only going to improve.",7,1,1
328,328,My Policeman,6.5,Drama Romance,04-Nov-22,Wonderfully sad,"This film was so much more than I was expecting! It's a beautiful story and the chemistry between the younger characters was fantastic.

This is a beautiful reminder of how far we have come and a shocking reminder of how things used to be in the 1950s

The intimacy scenes were wonderful and tastefully shot. From early on you can feel the spark and tension between Tom and Patrick.

David Dawson is a brilliant Patrick and Harry styles did a great job with Tom. Emma corrin was wonderful as always.

My only criticism is I didn't recognise the older characters to be a good fit. They didn't seem to embody the characters as the younger actors.

All in all a great movie which left me in tears.",8,1,1
329,329,My Policeman,6.5,Drama Romance,06-Nov-22,Seriously good film,"I can hardly believe the 6.8 rating on here for this wonderful life long romance journey. The screenplay is brilliant - but perhaps some people marked it down because in fact its not just fiction.

Similar stories have continued for generations. The story of forbidden love and conformity collide together in this surprising piece of excellent work.

The (surprising) cast (young and older) were all excellent in this forbidden love triangle. This story is not make believe; whilst I am not saying the storyline is common - I am saying its not unusual for those times. Perhaps less so these days.

The low score on here surprises me - considering much higher scores are given to series/films that are complete codswallop.

Give it a go - but its not for the bigoted or squeamish.

SPOILER ALERT: there are no gun chases/Shoot outs not car chases.",8,1,1
330,330,My Policeman,6.5,Drama Romance,04-Dec-22,delicate bitterness,"Not reading the book, being interested by music of Harry Stiles and admiring Rupert Everett, it is just easy to not ignore this movie.

The expectation - maybe influenced by Firebird by Peeter Rabane. Sure, different context but same spider webb of intolerance .

The film is just gifted. Good acting, fair story, seductive images.

But you can not feel the tension , emotions and the deepness of the inner fights of characters.

So, you have one verdict - a beautiful film. But the connections are too fragile and you feel entire story as exterior one .

But it works.

And the delicate bitterness remains a precious gift from michael grandage.",8,1,1
331,331,My Policeman,6.5,Drama Romance,21-Oct-22,It works,"Laid-back, understated, emotionally honest look at forbidden love in 1950s Britain and what it does to three people who love each other to varying extents, with a judicious, unshowy screenplay by Ron Nyswaner (""Philadelphia"") and tender direction by Michael Grandage. It makes Brighton look gorgeous, and it peers into the lives of teacher Marion, policeman Tom, and museum curator Patrick with an appealing non-judgmentalism. You can pick at it: Why does the latter-day Tom treat Patrick like that, and how much does Marion know and when does she know it, and why don't we find out more about Marion's BFF, and the 1999 sequences aren't as rooted in 1999 as the 1957 sequences are in 1957. I still don't see what everyone sees in Harry Styles, it's a timid performance that could use more swagger. But the rest of the cast is excellent, and the fadeout had everyone around me weeping.",7,1,1
332,332,My Policeman,6.5,Drama Romance,21-Oct-22,the past is always present,"Greetings again from the darkness. This is one of those prestige movies that simply isn't as important as it portends to be. That doesn't mean it's unwatchable, only that it lacks the emotional weight and depth to which it strives. Director Michael Grandage (GENIUS, 2016) is working from a script that Ron Nyswaner (PHILADELPHIA, 1993) adapted from the 2012 book by Bethan Roberts ... itself inspired by the true story of writer EM Forster.

The film employs a familiar structure, alternating between the 1950s and 1990s, utilizing two sets of actors playing three main characters. Pop star Harry Styles and his handsome face and lush head of hair plays young police officer Tom, who one day at the beach is introduced to the lovely and educated Marion (Emma Corrin, Lady Di in ""The Crown""). The two begin spending a good deal of time together with Tom being the perfect 'gentleman', even after an extended courtship. He introduces art-loving Marion to his friend Patrick (David Dawson, ALL THE OLD KNIVES, 2022), a museum curator who has many common interests with Marion ... including that of Tom.

The decades-later episodes find Marion (Gina McKee, IN THE LOOP, 2009) inviting stroke victim Patrick (Rupert Everett) to convalesce at the seaside village home she shares with long-time husband Tom (Linus Roche, BATMAN BEGINS, 2005). What we learn is that Marion has done so out of guilt and Tom is not happy with her for doing so, and completely avoids his long-ago friend by taking an inordinate number of walks with his dog along the shoreline. If the two time periods aren't enough for us to understand these relationships, older Marion begins reading Patrick's diaries from those past years and learns the details of what she suspected all along. This cruel invasion of privacy goes far beyond the doubts her younger self had when she saw the portrait of Tom that Patrick drew, or the time Patrick hired Tom as an assistant on art excursion to Venice.

The film opens with Dean Martin crooning his classic, ""Memories are Made of This"", and while it may be an obvious precursor to what we are to watch, it's always a pleasure to hear Dean on a modern sound system. The three characters navigate (quite poorly actually) a messy taboo triangle of love, passion, and deceit, making for a mostly sad story from all angles. It may stress the 1950's attitudes toward sexual preferences, but mostly it shows how the past is always present ... always hovering, even over once-close friendships and loves.

The film opens in select theaters on October 21 and on Prime Video on November 4, 2022.",6,0,0
333,333,My Policeman,6.5,Drama Romance,06-Nov-22,A delicate but not immersive narrative.,"When we tell a love story, we need to show the delicate, and sometimes brutal, transformations that a passion causes in life. In My Policeman, we have a prelude, but not an immersion in this narrative.

A sensitive film, which investigates the meaning of love and navigates the scenarios of intolerance in the 1950s, but finds problems in taking the audience to the deepest layers of history.

This may be due to a difficulty in disconnecting the image of who Harry Styles is from the character, or because at times the differences between the young cast and the adult cast are excessive.

Unfortunately, for Ron Nyswaner it won't be the script that will take him into the spotlight of awards seasons, but he hits the tone of invitation for those who (like me) haven't read the book yet.",6,0,0
334,334,My Policeman,6.5,Drama Romance,08-Nov-22,"Styles Not in the Same League in a British Variation on ""Brokeback Mountain""","Harry Styles is out of his depth playing a closeted policeman conflicted about his sexual orientation in a period film that felt like a stiff-upper-lip cross between ""Brokeback Mountain"" and ""Maurice"". The latter film was based on a novel by E. M. Forster whose fictionalized life is the basis of this story. Directed by Michael Grandage, this 2022 film goes back and forth between the 1950's and the 1990's with two trios of actors playing the same characters in the inevitable love triangle. The drabness of the reflective later scenes is offset by fine work from Gina McKee whose younger self is played affectingly by Emma Corrin (Princess Di in Sesson 4 of ""The Crown""). In an underused role, Linus Roache plays Styles' older self, an ironic choice given Roache's more accomplished performance of a similar character to Styles' thirty years earlier in ""Priest"". David Dawson gives the best performance as the younger Patrick, the Forster doppelgänger, while Rupert Everett is hemmed in by the physical limitations of Patrick's older self. The ending is poignant, but it felt like a very long time to get there.",6,0,0
335,335,My Policeman,6.5,Drama Romance,10-Nov-22,"I don't know, its wrapped up in ribbons of tragedy...but open the box ...and it's meh ...","I'm conflicted about this film.

The scenery is fantastic, lovely, beautiful locations.

A forbidden situation, in and of itself, tragic.

A sensitive topic that shouldn't be so.

I feel one of the main male characters simply should have been played by someone else because he couldn't pull off the profound intensity needed for this particular story. I won't mention which one, but you'll figure it out.

It's emotive, which is good.

But, I feel like the forbidden (at the time) situation is overwhelming present throughout in a way that's sort of aggravating. I would have enjoyed some extension of the rest of what these characters were all about, because only one facet of their lives was the focal point. A mistake many stories make. To draw more subtly upon that topic, interwoven more heavily inside what the characters were BEYOND that ...would have made this a much better film.

I also found it quite slow.

Still glad I watched it.",5,0,0
336,336,My Policeman,6.5,Drama Romance,05-Nov-22,Heartbreaking and beautiful,"A gorgeous film through and through. It reminds me a little bit of the notebook. I shed a few tears throughout the movie and ended up crying at the end. I think everyone gay or straight can relate to the kind of love they shared.

The movie is beautifully shot and the acting is very well done. The young wife is such a great actor. I enjoyed her in this film, as well as The Crown. Styles' acting has come a long way and for the better.

Overall, I highly recommend this film. And will be watching this film again. It has touched me deeply and I do consider it to be one to the best gay films I have ever seen, having seen probably 50 gay films or so.",9,1,1
337,337,My Policeman,6.5,Drama Romance,06-Nov-22,A well-worn theme executed in an average manner,"This film explores the relationship between 3 individuals at a time when homosexuality was a criminal offense in the UK. It's been done many times over, sometimes better, sometimes worse than it has been here. The story is not special, but does show the changing social mores in the 1960s and 60s, after the decriminalization of homosexuality. The characters seem to drift through the rather hurried, and often-time alternating timeline between the 1950s and the present. The script is a bit shallow, and the acting, mechanical. The point of the story does get across to the audience, but as said before, it's nothing special.",5,0,0
338,338,My Policeman,6.5,Drama Romance,24-Dec-22,"Love triangle, forbidden love, good performances","My Policeman is the story of a love triangle between two men and a woman, and a forbidden love between the two men in 1957 in Britain. There are two sets of actors who play the older and younger versions of the characters. They were all good, but I particulary liked the excellent young cast. Young Tom, (Harry Styles), is a hunky, rookie policeman; young Marion, (Emma Corrin), is a teacher; young Patrick, (David Dawson), Tom's lover, is a museum curator. The camera loves certain people; Harry Styles is one of those people. He played Tom with a disarming innocence.

The story time jumps between 1999 - 2000, when the Tom and Marion are retired and Marion takes Patrick in to help him heal after he had a stroke, and 1957 - 1958 when the three meet. In 1999, Tom does not want Patrick in his house and refuses contact with him. Much of the story is relayed through flashbacks as Marion reads Patrick's diary. It's disturbing to watch the judgment and violence that gay men had to endure in 1950s America. The relationships are well developed, nuanced, and complex. I liked the film.",8,1,1
339,339,My Policeman,6.5,Drama Romance,05-Nov-22,Not for me,"I had absolutely no idea what this movie was about, no trailers no teases nothing and I'm happy because I don't think I would have watched it if I did.

Off the bat this isn't my sort of movie, it's not something I would ever find myself wanting to watch or recommending to put it on YET in saying this I can still appreciate it for what it is.

Visually it was nice, I enjoyed the setting in England and the cast where all quite good, even Harry Styles himself, for me this was a giant leap from Don't Worry Darling, the acting in this is far superior.

It had a nice story, it was overall a bit too emotionally draining for me with in my opinion little to no pay off. I understand why and where they ended up but for me so many characters were treated so badly by their partners but I guess that's what the movie wanted to convey.

If you are into slow paced romance, with secrets and time jumps this is one for you.",6,0,0
340,340,My Policeman,6.5,Drama Romance,06-Nov-22,The BIG subject,"As with most mainstream films dealing with the subject of homosexuality the subject itself overwhelms the film's content. It happened with 'Brokeback Mountain' and 'Call Me by Your Name' and this one too is full of deadening sorrow and dare I say it, pity. The acting I found variable. Out of the cast I found Harry Styles (Tom) and also Linus Roache, as the older Tom, being the main object of attraction, good. The story without giving away spoilers is fairly simple. It is set in two eras and using basic mathematics one is the late 20th C and the other is the late 1950's. A young woman falls for a policeman and marries him, but there is also a man who falls for him. The film fluctuates between the two eras and Brighton and its nearby coastline are the settings. Out of this entanglement we see a society filled with homophobia and cruelty, both physically and mentally. One scene set in prison and a vicious attack on a gay man appalled me and thankfully the UK has moved on. I tried to believe in the relationships but found the plodding direction boring and well-meaning, trying too hard to convince the audience that love is love despite the BIG subject of same sex orientation. To sum up - a strangely old-fashioned film. I thought of 'Victim' and Dirk Bogarde in the 1960's crying out to his wife, 'I WANTED him' and the pity and the shame of it all. A 5 for some of the acting.",5,0,0
341,341,My Policeman,6.5,Drama Romance,12-Nov-22,Very moving,"Convenient set of diaries to facilitate the story moving back in time to the 1950s. I think the scenes depicting Brighton mid 20th century seemed very authentic. Homosexuality at that time was a crime. It must have been quite common in same sex relationships for one (or both) to marry some one of the opposite sex in order to hide their preferred sexuality. This film tells the story of 3 people and such a marriage in a very sensitive and credible way. Quite a thought provoking film contrasting how homosexuals were thought of and treated mid 20th century with present day. The story is told through Marian reading Patrick's diaries of the 1950s. Both she and he love Tom (My Policeman). If I have any criticism it would be that I felt Tom's perspective of having the love of 2 people and how this affected him was not depicted. I'm left wondering about the missing years in the film was he remorseful, was he a good husband ? Did Tom and Marian have the children they so desired ?",6,1,0
342,342,My Policeman,6.5,Drama Romance,05-Nov-22,"A continuation of ""Man in An Orange Shirt""","If I didn't know better, I'd swear the marriage house where they get married was the same as the one used in ""Man in an orange shirt"" as it is many of the themes in this film.. Man in an orange shirt is a 2017 film yet the similarities are uncanny. With that said, ""My Policeman"" has some fresh moments of its own and hopefully with deep Amazon pockets behind it I can see some Oscar nominations in its future -maybe an Oscar or two. Yes, it was that good. I did not know much about Harry Styles, but after watching I'm sold on him and look forward to seeing more of his work. The film was beautifully shot and acted and it certainly is worth a viewing on the biggest screen you can find if not only for its gorgeous cinematography. I planned to go to the cinemas to watch it, but got lazy and saw it on amazon Prime. In hindsight, I wish I saw it on the big screen. Maybe I'll leave the house a few hours to catch this one of the big screen.",10,1,1
343,343,My Policeman,6.5,Drama Romance,04-Nov-22,It was ok,"It be cool if people would actually evaluate the movie based on the script, acting, filming, directing, etc. And not out of desire to be a part of the ""cool crowd"" - you're going to virtue signal this movie to death with all the fawning over this solely because of the subject matter and little about anything else of importance. Subject matter aside, the other aspects of the film were OK at best. I like period pieces so I did love it for that, and Harry Styles is really easy on the eyes, but everything else was just ok and not the masterpiece that so many people claim it to be in my opinion....",5,0,0
344,344,My Policeman,6.5,Drama Romance,30-Nov-22,"Sad, beautiful, and a touch erotic","It is a rare movie that moves me to tears - perhaps the last movie I can even remember with that effect was watching the notebook years ago. My Policeman is like a gay tragic version and I'm here for it.

Artistically depicted, I felt a deeper level of understanding of the issue at this time period that I didn't even know I lacked. The system was the villain and everyone a victim that shows that draconian laws, like we're on display in this society, hurt everyone.

Also, Harry Styles really impresses - I've never thought of him as an actor and I was deeply impressed at his range - goofy, fun, naive, sneaky, brooding, and sad. He wasn't just hot, he was good!",9,1,1
